id,separationtype,cease_date,dete_start_date,role_start_date,position,classification,region,business_unit,employment_status,career_move_to_public_sector,career_move_to_private_sector,interpersonal_conflicts,job_dissatisfaction,dissatisfaction_with_the_department,physical_work_environment,lack_of_recognition,lack_of_job_security,work_location,employment_conditions,maternity/family,relocation,study/travel,ill_health,traumatic_incident,work_life_balance,workload,none_of_the_above,gender,age,aboriginal,torres_strait,south_sea,disability,nesb,cease_year,institute_service,institute,Institute,WorkArea,Contributing Factors. Career Move - Public Sector ,Contributing Factors. Career Move - Private Sector ,Contributing Factors. Career Move - Self-employment,Contributing Factors. Ill Health,Contributing Factors. Maternity/Family,Contributing Factors. Dissatisfaction,Contributing Factors. Job Dissatisfaction,Contributing Factors. Interpersonal Conflict,Contributing Factors. Study,Contributing Factors. Travel,Contributing Factors. Other,Contributing Factors. NONE,role_service,dissatisfied,service_cat,age_group
786.0,Resignation-Other reasons,10/2013,2013.0,2013.0,Teacher,Secondary,Central Queensland,,Permanent Full-time,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,Female,,,,,,,2013.0,15978.0,DETE,,,,,,,,,,,,,,,,0.0,Veteran,
788.0,Resignation-Other employer,01/2014,1994.0,2008.0,Teacher,Secondary,Darling Downs South West,,Permanent Full-time,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,Female,,,,,,,2014.0,16070.0,DETE,,,,,,,,,,,,,,,,0.0,Veteran,
790.0,Resignation-Other employer,,1990.0,2010.0,Teacher,Secondary,Metropolitan,,Permanent Full-time,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,,,,,,,,,DETE,,,,,,,,,,,,,,,,0.0,,
791.0,Resignation-Other reasons,01/2014,1983.0,1999.0,"School Based Professional Staff (Therapist, nurse, etc)",,Metropolitan,,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,,,,,,,2014.0,16070.0,DETE,,,,,,,,,,,,,,,,0.0,Veteran,
792.0,Resignation-Other reasons,01/2014,2008.0,2008.0,Teacher,Secondary,North Coast,,Permanent Full-time,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,Male,,,,,,,2014.0,16070.0,DETE,,,,,,,,,,,,,,,,0.0,Veteran,
793.0,Resignation-Other reasons,,2007.0,2007.0,Public Servant,A01-A04,Metropolitan,,Permanent Part-time,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,Female,,,,,,,,,DETE,,,,,,,,,,,,,,,,0.0,,
796.0,Resignation-Move overseas/interstate,11/2013,,,Cleaner,,,,Permanent Part-time,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,Female,,,,,,,2013.0,,DETE,,,,,,,,,,,,,,,,0.0,,
799.0,Resignation-Move overseas/interstate,,2000.0,2013.0,Public Servant,A01-A04,South East,,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,Female,,,,,,,,,DETE,,,,,,,,,,,,,,,,0.0,,
800.0,Resignation-Move overseas/interstate,,1995.0,,Teacher Aide,,Darling Downs South West,,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,,,,,,,,,DETE,,,,,,,,,,,,,,,,0.0,,
804.0,Resignation-Move overseas/interstate,12/2013,,,Teacher Aide,,Metropolitan,,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,,,,,,,,2013.0,,DETE,,,,,,,,,,,,,,,,0.0,,
805.0,Resignation-Other employer,01/2014,2004.0,2007.0,Teacher,Primary,Darling Downs South West,,Permanent Full-time,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,,,,,,,2014.0,16070.0,DETE,,,,,,,,,,,,,,,,0.0,Veteran,
806.0,Resignation-Other employer,01/2014,2008.0,2013.0,Teacher,Primary,Darling Downs South West,,Permanent Part-time,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,,,,,,,2014.0,16070.0,DETE,,,,,,,,,,,,,,,,0.0,Veteran,
808.0,Resignation-Other employer,12/2013,2005.0,2005.0,Cleaner,,Central Queensland,,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,Female,,,,,,,2013.0,16039.0,DETE,,,,,,,,,,,,,,,,0.0,Veteran,
809.0,Resignation-Other reasons,12/2013,2004.0,2004.0,Teacher,Primary,Central Queensland,,Permanent Full-time,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,Female,,,,,,,2013.0,16039.0,DETE,,,,,,,,,,,,,,,,0.0,Veteran,
810.0,Resignation-Other reasons,12/2013,2010.0,2010.0,Teacher Aide,,,,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,Female,,,,,,,2013.0,16039.0,DETE,,,,,,,,,,,,,,,,0.0,Veteran,
817.0,Resignation-Other employer,01/2014,2012.0,2012.0,Teacher,Primary,Far North Queensland,,Permanent Full-time,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Male,,,,,,,2014.0,16070.0,DETE,,,,,,,,,,,,,,,,0.0,Veteran,
818.0,Resignation-Move overseas/interstate,01/2014,2012.0,2012.0,Teacher,Secondary,North Coast,,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,,,,,,,2014.0,16070.0,DETE,,,,,,,,,,,,,,,,0.0,Veteran,
821.0,Resignation-Move overseas/interstate,01/2014,2009.0,2009.0,Public Servant,A01-A04,Central Office,Education Queensland,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,Female,,,,,,,2014.0,16070.0,DETE,,,,,,,,,,,,,,,,0.0,Veteran,
823.0,Resignation-Move overseas/interstate,12/2013,,,Teacher Aide,,Metropolitan,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,2013.0,,DETE,,,,,,,,,,,,,,,,0.0,,
6.3413990335e+17,Resignation,2010.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TAFE,Mount Isa Institute of TAFE,Non-Delivery (corporate),-,-,-,-,-,False,False,-,-,Travel,-,-,,0.0,,
6.34146578511788e+17,Resignation,2010.0,,,Teacher (including LVT),,,,Permanent Full-time,,,,,,,,,,,,,,,,,,,Male,,,,,,,,3.0,TAFE,Southern Queensland Institute of TAFE,Delivery (teaching),-,Career Move - Private Sector,-,-,-,False,False,-,-,-,-,-,3-4,0.0,Experienced,
6.34147506906311e+17,Resignation,2010.0,,,Teacher (including LVT),,,,Contract/casual,,,,,,,,,,,,,,,,,,,Female,,,,,,,,7.0,TAFE,Southern Queensland Institute of TAFE,Delivery (teaching),-,-,-,-,-,False,False,-,-,-,Other,-,7-10,0.0,Established,
6.34152007975694e+17,Resignation,2010.0,,,Administration (AO),,,,Temporary Full-time,,,,,,,,,,,,,,,,,,,Male,,,,,,,,3.0,TAFE,Barrier Reef Institute of TAFE,Non-Delivery (corporate),-,Career Move - Private Sector,-,-,Maternity/Family,False,False,-,-,-,Other,-,3-4,0.0,Experienced,
6.34153745310374e+17,Resignation,2010.0,,,Teacher (including LVT),,,,Permanent Full-time,,,,,,,,,,,,,,,,,,,Male,,,,,,,,3.0,TAFE,Southern Queensland Institute of TAFE,Delivery (teaching),-,-,-,-,-,False,False,-,-,-,Other,-,3-4,0.0,Experienced,
6.34157899735969e+17,Resignation,2009.0,,,Tutor,,,,Temporary Full-time,,,,,,,,,,,,,,,,,,,Female,,,,,,,,3.0,TAFE,Southern Queensland Institute of TAFE,Delivery (teaching),-,-,-,-,-,False,False,-,-,-,Other,-,3-4,0.0,Experienced,
6.34158812168312e+17,Resignation,2010.0,,,Administration (AO),,,,Permanent Full-time,,,,,,,,,,,,,,,,,,,Female,,,,,,,,1.0,TAFE,Barrier Reef Institute of TAFE,Non-Delivery (corporate),Career Move - Public Sector,-,-,-,-,False,False,-,-,-,Other,-,1-2,0.0,New,
6.34158825838625e+17,Resignation,2010.0,,,Administration (AO),,,,Temporary Part-time,,,,,,,,,,,,,,,,,,,Female,,,,,,,,1.0,TAFE,Barrier Reef Institute of TAFE,Non-Delivery (corporate),Career Move - Public Sector,-,-,-,-,False,False,-,-,-,-,-,Less than 1 year,0.0,New,
6.3417252283144e+17,Resignation,2010.0,,,Administration (AO),,,,Temporary Full-time,,,,,,,,,,,,,,,,,,,Female,,,,,,,,11.0,TAFE,Barrier Reef Institute of TAFE,Non-Delivery (corporate),-,Career Move - Private Sector,-,-,-,False,False,-,-,-,-,-,Less than 1 year,0.0,Veteran,
6.34172609223344e+17,Resignation,2010.0,,,Teacher (including LVT),,,,Permanent Part-time,,,,,,,,,,,,,,,,,,,Female,,,,,,,,7.0,TAFE,Central Queensland Institute of TAFE,Delivery (teaching),-,Career Move - Private Sector,-,-,-,True,True,-,-,-,-,-,7-10,1.0,Established,
6.34176076134409e+17,Resignation,2010.0,,,Technical Officer (TO),,,,Permanent Part-time,,,,,,,,,,,,,,,,,,,Female,,,,,,,,11.0,TAFE,Southern Queensland Institute of TAFE,Non-Delivery (corporate),-,-,-,-,-,False,False,-,-,-,Other,-,11-20,0.0,Veteran,
6.34177007457719e+17,Resignation,2010.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TAFE,Brisbane North Institute of TAFE,Non-Delivery (corporate),,,,,,,,,,,,,,0.0,,
6.34177053480062e+17,Resignation,2010.0,,,Administration (AO),,,,Permanent Full-time,,,,,,,,,,,,,,,,,,,Female,,,,,,,,7.0,TAFE,Brisbane North Institute of TAFE,Non-Delivery (corporate),Career Move - Public Sector,-,-,-,-,False,True,-,-,-,-,-,1-2,1.0,Established,
6.34177938010971e+17,Resignation,2010.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TAFE,Brisbane North Institute of TAFE,Delivery (teaching),,,,,,,,,,,,,,0.0,,
6.3418197264725e+17,Resignation,2010.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TAFE,Southbank Institute of Technology,Non-Delivery (corporate),-,-,-,-,-,False,False,-,-,-,-,NONE,,0.0,,
6.34182099183434e+17,Resignation,2010.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TAFE,Brisbane North Institute of TAFE,Non-Delivery (corporate),-,-,-,-,-,True,True,-,-,-,-,-,,1.0,,
6.34183070751313e+17,Resignation,2010.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TAFE,Brisbane North Institute of TAFE,Non-Delivery (corporate),-,Career Move - Private Sector,-,-,-,False,False,-,-,-,-,-,,0.0,,
6.34184748867652e+17,Resignation,2010.0,,,Administration (AO),,,,Temporary Full-time,,,,,,,,,,,,,,,,,,,Male,,,,,,,,5.0,TAFE,Southern Queensland Institute of TAFE,Non-Delivery (corporate),Career Move - Public Sector,-,-,-,-,False,False,-,-,-,Other,-,5-6,0.0,Experienced,
6.34190678592028e+17,Resignation,2010.0,,,Administration (AO),,,,Contract/casual,,,,,,,,,,,,,,,,,,,Female,,,,,,,,1.0,TAFE,Central Queensland Institute of TAFE,Non-Delivery (corporate),-,-,-,-,-,False,False,-,-,-,-,-,Less than 1 year,0.0,New,
6.34190743855375e+17,Resignation,2010.0,,,Teacher (including LVT),,,,Permanent Part-time,,,,,,,,,,,,,,,,,,,Female,,,,,,,,7.0,TAFE,Central Queensland Institute of TAFE,Delivery (teaching),-,Career Move - Private Sector,-,-,-,False,False,-,-,-,-,-,7-10,0.0,Established,
6.34193418130687e+17,Resignation,2010.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TAFE,Mount Isa Institute of TAFE,Non-Delivery (corporate),-,Career Move - Private Sector,-,-,-,True,True,-,-,-,-,-,,1.0,,
6.34193458894281e+17,Resignation,2010.0,,,Administration (AO),,,,Temporary Full-time,,,,,,,,,,,,,,,,,,,Male,,,,,,,,20.0,TAFE,Brisbane North Institute of TAFE,Non-Delivery (corporate),Career Move - Public Sector,-,-,-,-,False,False,-,-,-,-,-,7-10,0.0,Veteran,
6.341993935285e+17,Resignation,2010.0,,,Administration (AO),,,,Temporary Full-time,,,,,,,,,,,,,,,,,,,Female,,,,,,,,1.0,TAFE,Barrier Reef Institute of TAFE,Non-Delivery (corporate),-,Career Move - Private Sector,-,-,-,False,False,-,-,-,-,-,Less than 1 year,0.0,New,
6.34200229589215e+17,Resignation,2010.0,,,Professional Officer (PO),,,,Temporary Part-time,,,,,,,,,,,,,,,,,,,Female,,,,,,,,1.0,TAFE,Brisbane North Institute of TAFE,Non-Delivery (corporate),-,Career Move - Private Sector,-,-,-,False,False,-,-,-,-,-,Less than 1 year,0.0,New,
6.34206210361383e+17,Resignation,2010.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TAFE,Sunshine Coast Institute of TAFE,Non-Delivery (corporate),Career Move - Public Sector,Career Move - Private Sector,-,-,-,False,False,-,-,-,Other,-,,0.0,,
6.34207964363344e+17,Resignation,2010.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TAFE,Southbank Institute of Technology,Non-Delivery (corporate),-,-,-,-,-,False,False,-,-,Travel,-,-,,0.0,,
6.34208063783969e+17,Resignation,2010.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TAFE,Southbank Institute of Technology,Non-Delivery (corporate),Career Move - Public Sector,-,-,-,-,False,False,-,-,-,-,-,,0.0,,
6.34208993864195e+17,Resignation,2010.0,,,Administration (AO),,,,Temporary Part-time,,,,,,,,,,,,,,,,,,,Female,,,,,,,,1.0,TAFE,Sunshine Coast Institute of TAFE,Non-Delivery (corporate),-,-,-,-,-,True,False,-,-,-,-,-,Less than 1 year,1.0,New,
6.34209003247164e+17,Resignation,2010.0,,,Teacher (including LVT),,,,Permanent Full-time,,,,,,,,,,,,,,,,,,,Female,,,,,,,,11.0,TAFE,Sunshine Coast Institute of TAFE,Delivery (teaching),-,-,Career Move - Self-employment,-,-,False,False,-,-,-,-,-,11-20,0.0,Veteran,
6.34209012525289e+17,Resignation,2010.0,,,Teacher (including LVT),,,,Permanent Full-time,,,,,,,,,,,,,,,,,,,Male,,,,,,,,3.0,TAFE,Sunshine Coast Institute of TAFE,Delivery (teaching),-,-,Career Move - Self-employment,-,-,False,False,-,-,-,-,-,3-4,0.0,Experienced,
6.34209027931539e+17,Resignation,2010.0,,,Teacher (including LVT),,,,Permanent Full-time,,,,,,,,,,,,,,,,,,,Male,,,,,,,,11.0,TAFE,Sunshine Coast Institute of TAFE,Delivery (teaching),Career Move - Public Sector,Career Move - Private Sector,-,-,-,False,False,-,-,-,Other,-,11-20,0.0,Veteran,
6.34209037420601e+17,Resignation,2010.0,,,Teacher (including LVT),,,,Permanent Part-time,,,,,,,,,,,,,,,,,,,Female,,,,,,,,20.0,TAFE,Sunshine Coast Institute of TAFE,Delivery (teaching),-,-,-,-,-,False,False,-,-,-,Other,-,More than 20 years,0.0,Veteran,
6.34211542757094e+17,Resignation,2010.0,,,Teacher (including LVT),,,,Permanent Full-time,,,,,,,,,,,,,,,,,,,Male,,,,,,,,1.0,TAFE,Tropical North Institute of TAFE,Delivery (teaching),-,Career Move - Private Sector,-,-,-,True,False,-,-,-,-,-,Less than 1 year,1.0,New,
6.3421319649857e+17,Resignation,2010.0,,,Administration (AO),,,,Permanent Full-time,,,,,,,,,,,,,,,,,,,Male,,,,,,,,3.0,TAFE,Barrier Reef Institute of TAFE,Non-Delivery (corporate),-,Career Move - Private Sector,-,-,-,False,False,-,-,-,-,-,3-4,0.0,Experienced,
6.34214138447945e+17,Resignation,2010.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TAFE,Southbank Institute of Technology,Non-Delivery (corporate),,,,,,,,,,,,,,0.0,,
6.34214156864906e+17,Resignation,2010.0,,,Administration (AO),,,,Permanent Full-time,,,,,,,,,,,,,,,,,,,Female,,,,,,,,3.0,TAFE,Mount Isa Institute of TAFE,Non-Delivery (corporate),-,Career Move - Private Sector,-,-,-,False,True,-,-,-,-,-,3-4,1.0,Experienced,
6.34214849407633e+17,Resignation,2010.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TAFE,Brisbane North Institute of TAFE,Non-Delivery (corporate),Career Move - Public Sector,-,-,-,-,False,False,-,-,-,-,-,,0.0,,
6.34217422828726e+17,Resignation,2010.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TAFE,Mount Isa Institute of TAFE,Non-Delivery (corporate),-,-,-,-,-,True,False,-,-,-,Other,-,,1.0,,
6.34218492665219e+17,Resignation,2010.0,,,Administration (AO),,,,Temporary Full-time,,,,,,,,,,,,,,,,,,,Female,,,,,,,,1.0,TAFE,Southbank Institute of Technology,Non-Delivery (corporate),-,Career Move - Private Sector,-,-,-,False,False,-,-,-,-,-,Less than 1 year,0.0,New,
6.34219251646781e+17,Resignation,2010.0,,,Administration (AO),,,,Temporary Full-time,,,,,,,,,,,,,,,,,,,Female,,,,,,,,3.0,TAFE,Sunshine Coast Institute of TAFE,Non-Delivery (corporate),-,Career Move - Private Sector,-,-,-,False,False,-,-,-,-,-,3-4,0.0,Experienced,
6.34219274566469e+17,Resignation,2010.0,,,Administration (AO),,,,Permanent Full-time,,,,,,,,,,,,,,,,,,,Female,,,,,,,,3.0,TAFE,Southbank Institute of Technology,Non-Delivery (corporate),-,-,-,-,-,False,True,-,-,-,-,-,3-4,1.0,Experienced,
6.34220006275757e+17,Resignation,2009.0,,,Operational (OO),,,,Permanent Full-time,,,,,,,,,,,,,,,,,,,Male,,,,,,,,3.0,TAFE,Sunshine Coast Institute of TAFE,Non-Delivery (corporate),-,-,-,-,-,False,False,-,-,-,Other,-,3-4,0.0,Experienced,
6.34220145175757e+17,Resignation,2010.0,,,Operational (OO),,,,Permanent Full-time,,,,,,,,,,,,,,,,,,,Male,,,,,,,,11.0,TAFE,Sunshine Coast Institute of TAFE,Non-Delivery (corporate),-,-,-,-,-,True,False,Interpersonal Conflict,-,-,-,-,Less than 1 year,1.0,Veteran,
6.34221044292008e+17,Resignation,2010.0,,,Administration (AO),,,,Permanent Full-time,,,,,,,,,,,,,,,,,,,Female,,,,,,,,1.0,TAFE,Mount Isa Institute of TAFE,Non-Delivery (corporate),-,-,-,-,-,True,False,-,-,-,Other,-,Less than 1 year,1.0,New,
6.34223513490601e+17,Resignation,2010.0,,,Administration (AO),,,,Temporary Full-time,,,,,,,,,,,,,,,,,,,Female,,,,,,,,1.0,TAFE,Barrier Reef Institute of TAFE,Non-Delivery (corporate),-,-,-,-,Maternity/Family,False,False,-,-,-,-,-,1-2,0.0,New,
6.34226171903257e+17,Resignation,2010.0,,,Teacher (including LVT),,,,Permanent Full-time,,,,,,,,,,,,,,,,,,,Male,,,,,,,,3.0,TAFE,Central Queensland Institute of TAFE,Delivery (teaching),-,Career Move - Private Sector,-,-,-,False,False,-,-,-,-,-,3-4,0.0,Experienced,
6.3422718506975e+17,Resignation,2010.0,,,Professional Officer (PO),,,,Permanent Full-time,,,,,,,,,,,,,,,,,,,Female,,,,,,,,7.0,TAFE,Central Queensland Institute of TAFE,Non-Delivery (corporate),Career Move - Public Sector,-,-,-,-,True,False,-,-,-,-,-,7-10,1.0,Established,
6.34227207368969e+17,Resignation,2010.0,,,Administration (AO),,,,Permanent Full-time,,,,,,,,,,,,,,,,,,,Female,,,,,,,,5.0,TAFE,Central Queensland Institute of TAFE,Non-Delivery (corporate),-,-,-,-,-,False,False,-,-,-,Other,-,5-6,0.0,Experienced,
6.34231466668883e+17,Resignation,2010.0,,,Administration (AO),,,,Temporary Full-time,,,,,,,,,,,,,,,,,,,Female,,,,,,,,1.0,TAFE,Sunshine Coast Institute of TAFE,Non-Delivery (corporate),-,-,-,-,-,False,True,-,-,-,-,-,1-2,1.0,New,
6.34241795347656e+17,Resignation,2010.0,,,Teacher (including LVT),,,,Contract/casual,,,,,,,,,,,,,,,,,,,Male,,,,,,,,1.0,TAFE,Central Queensland Institute of TAFE,Delivery (teaching),-,-,-,-,-,False,True,-,-,-,-,-,Less than 1 year,1.0,New,
6.34243628858726e+17,Resignation,2010.0,,,Administration (AO),,,,Permanent Full-time,,,,,,,,,,,,,,,,,,,Female,,,,,,,,7.0,TAFE,Central Queensland Institute of TAFE,Non-Delivery (corporate),-,-,-,-,-,False,False,-,-,-,Other,-,7-10,0.0,Established,
6.34243664081406e+17,Resignation,2010.0,,,Teacher (including LVT),,,,Temporary Part-time,,,,,,,,,,,,,,,,,,,Male,,,,,,,,5.0,TAFE,Barrier Reef Institute of TAFE,Delivery (teaching),-,-,-,-,Maternity/Family,False,False,-,-,-,-,-,5-6,0.0,Experienced,
6.34245133689063e+17,Resignation,2010.0,,,Administration (AO),,,,Permanent Full-time,,,,,,,,,,,,,,,,,,,Female,,,,,,,,5.0,TAFE,Barrier Reef Institute of TAFE,Non-Delivery (corporate),-,-,-,-,-,False,False,-,-,-,-,NONE,3-4,0.0,Experienced,
6.34250409172945e+17,Resignation,2010.0,,,Teacher (including LVT),,,,Contract/casual,,,,,,,,,,,,,,,,,,,Female,,,,,,,,3.0,TAFE,Southern Queensland Institute of TAFE,Delivery (teaching),-,-,-,-,Maternity/Family,False,False,-,-,-,-,-,3-4,0.0,Experienced,
6.34251116016226e+17,Resignation,2010.0,,,Administration (AO),,,,Permanent Full-time,,,,,,,,,,,,,,,,,,,Female,,,,,,,,7.0,TAFE,Central Queensland Institute of TAFE,Non-Delivery (corporate),Career Move - Public Sector,-,-,-,-,False,False,-,-,-,-,-,1-2,0.0,Established,
6.34251290130132e+17,Resignation,2010.0,,,Administration (AO),,,,Permanent Part-time,,,,,,,,,,,,,,,,,,,Female,,,,,,,,3.0,TAFE,Southern Queensland Institute of TAFE,Non-Delivery (corporate),-,Career Move - Private Sector,-,Ill Health,-,True,True,Interpersonal Conflict,-,-,-,-,3-4,1.0,Experienced,
6.34257448030289e+17,Resignation,2010.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TAFE,Central Queensland Institute of TAFE,Non-Delivery (corporate),Career Move - Public Sector,-,-,-,-,False,False,-,-,-,-,-,,0.0,,
6.3425975246732e+17,Resignation,2010.0,,,Administration (AO),,,,Contract/casual,,,,,,,,,,,,,,,,,,,Female,,,,,,,,1.0,TAFE,Central Queensland Institute of TAFE,Non-Delivery (corporate),-,Career Move - Private Sector,-,-,-,False,False,-,-,-,-,-,Less than 1 year,0.0,New,
6.34260719918915e+17,Resignation,2010.0,,,Administration (AO),,,,Temporary Full-time,,,,,,,,,,,,,,,,,,,Female,,,,,,,,1.0,TAFE,Southern Queensland Institute of TAFE,Non-Delivery (corporate),Career Move - Public Sector,-,-,-,-,False,False,-,-,-,-,-,Less than 1 year,0.0,New,
6.34266079365634e+17,Resignation,2010.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TAFE,Southern Queensland Institute of TAFE,Non-Delivery (corporate),-,Career Move - Private Sector,-,Ill Health,-,False,False,-,-,-,-,-,,0.0,,
6.34266938733603e+17,Resignation,2010.0,,,Administration (AO),,,,Permanent Full-time,,,,,,,,,,,,,,,,,,,Female,,,,,,,,11.0,TAFE,Southern Queensland Institute of TAFE,Non-Delivery (corporate),Career Move - Public Sector,-,-,-,-,False,False,-,-,-,-,-,11-20,0.0,Veteran,
6.3426772590329e+17,Resignation,,,,Teacher (including LVT),,,,Permanent Full-time,,,,,,,,,,,,,,,,,,,Male,,,,,,,,11.0,TAFE,Central Queensland Institute of TAFE,Delivery (teaching),-,Career Move - Private Sector,-,-,-,False,False,-,-,-,-,-,11-20,0.0,Veteran,
6.34267873855009e+17,Resignation,2011.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TAFE,Sunshine Coast Institute of TAFE,Non-Delivery (corporate),-,-,-,-,-,False,False,-,-,-,-,-,,0.0,,
6.34268446707283e+17,Resignation,2010.0,,,Administration (AO),,,,Temporary Part-time,,,,,,,,,,,,,,,,,,,Female,,,,,,,,1.0,TAFE,Sunshine Coast Institute of TAFE,Non-Delivery (corporate),-,Career Move - Private Sector,-,-,-,False,True,-,-,-,Other,-,Less than 1 year,1.0,New,
6.34268641051884e+17,Resignation,2011.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TAFE,Sunshine Coast Institute of TAFE,Non-Delivery (corporate),Career Move - Public Sector,-,-,-,-,True,True,Interpersonal Conflict,-,-,-,-,,1.0,,
6.34269438105095e+17,Resignation,2010.0,,,Administration (AO),,,,Contract/casual,,,,,,,,,,,,,,,,,,,Male,,,,,,,,1.0,TAFE,Brisbane North Institute of TAFE,Non-Delivery (corporate),-,-,-,-,-,False,True,-,Study,-,-,-,1-2,1.0,New,
6.34273756721501e+17,Resignation,2011.0,,,Professional Officer (PO),,,,Permanent Full-time,,,,,,,,,,,,,,,,,,,Female,,,,,,,,5.0,TAFE,Southbank Institute of Technology,Non-Delivery (corporate),Career Move - Public Sector,-,-,-,-,True,False,-,-,-,-,-,5-6,1.0,Experienced,
6.34274542281501e+17,Resignation,2010.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TAFE,Sunshine Coast Institute of TAFE,Non-Delivery (corporate),-,-,-,Ill Health,-,True,False,Interpersonal Conflict,-,-,-,-,,1.0,,
6.34274566132353e+17,Resignation,2010.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TAFE,Sunshine Coast Institute of TAFE,Non-Delivery (corporate),-,-,-,Ill Health,-,True,False,Interpersonal Conflict,-,-,-,-,,1.0,,
6.34275489048845e+17,Resignation,2010.0,,,Teacher (including LVT),,,,Temporary Full-time,,,,,,,,,,,,,,,,,,,Female,,,,,,,,1.0,TAFE,Southern Queensland Institute of TAFE,Delivery (teaching),-,-,-,-,Maternity/Family,True,True,Interpersonal Conflict,-,-,-,-,Less than 1 year,1.0,New,
6.34280719819371e+17,Resignation,,,,Administration (AO),,,,Permanent Full-time,,,,,,,,,,,,,,,,,,,Female,,,,,,,,11.0,TAFE,Wide Bay Institute of TAFE,Non-Delivery (corporate),Career Move - Public Sector,-,-,-,-,False,False,-,-,-,-,-,11-20,0.0,Veteran,
6.34281400568746e+17,Resignation,2010.0,,,Professional Officer (PO),,,,Permanent Full-time,,,,,,,,,,,,,,,,,,,Male,,,,,,,,3.0,TAFE,Brisbane North Institute of TAFE,Non-Delivery (corporate),-,Career Move - Private Sector,-,-,-,False,False,-,-,-,-,-,3-4,0.0,Experienced,
6.34284989401715e+17,Resignation,2010.0,,,Executive (SES/SO),,,,Contract/casual,,,,,,,,,,,,,,,,,,,Male,,,,,,,,1.0,TAFE,Southbank Institute of Technology,Non-Delivery (corporate),-,Career Move - Private Sector,-,-,-,False,False,-,-,-,-,-,Less than 1 year,0.0,New,
6.34285909851304e+17,Resignation,2011.0,,,Administration (AO),,,,Temporary Full-time,,,,,,,,,,,,,,,,,,,Female,,,,,,,,1.0,TAFE,Southbank Institute of Technology,Non-Delivery (corporate),Career Move - Public Sector,-,-,-,-,False,False,-,-,-,Other,-,Less than 1 year,0.0,New,
6.34297824199371e+17,Resignation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TAFE,Brisbane North Institute of TAFE,Non-Delivery (corporate),-,-,-,-,-,True,False,-,-,Travel,-,-,,1.0,,
6.34298884567184e+17,Resignation,2011.0,,,Administration (AO),,,,Permanent Full-time,,,,,,,,,,,,,,,,,,,Female,,,,,,,,7.0,TAFE,Central Queensland Institute of TAFE,Non-Delivery (corporate),-,Career Move - Private Sector,-,-,-,False,True,-,-,-,-,-,7-10,1.0,Established,
